user_id	item_id	prediction
78	140289	5.0
78	2367	5.0
78	7099	5.0
78	1374	5.0
78	2206	5.0
78	3054	5.0
78	33679	5.0
78	174141	5.0
79	2373	5.0
79	109241	5.0
79	800	5.0
79	2324	5.0
79	32898	5.0
79	27618	5.0
79	72226	5.0
79	3201	5.0
79	2857	5.0
79	52435	5.0
8	56152	5.0
8	3999	5.0
8	6283	5.0
8	2367	5.0
8	168090	5.0
8	84944	5.0
8	32009	5.0
8	3350	5.0
8	1544	5.0
8	33493	5.0
80	109241	5.0
80	588	5.0
80	183897	5.0
80	3999	5.0
80	140289	5.0
80	2367	5.0
80	3197	5.0
80	84944	5.0
80	7067	5.0
80	7099	5.0
81	56152	5.0
81	6283	5.0
81	2367	5.0
81	168090	5.0
81	3197	5.0
81	1544	5.0
81	147372	5.0
81	2206	5.0
81	33679	5.0
81	2291	5.0
82	2373	5.0
82	56152	5.0
82	2324	5.0
82	4041	5.0
82	32898	5.0
82	2922	5.0
82	84944	5.0
82	72226	5.0
82	3201	5.0
82	147372	5.0
83	2373	5.0
83	109241	5.0
83	32	5.0
83	56152	5.0
83	27618	5.0
83	2206	5.0
83	3054	5.0
83	33679	5.0
83	174141	5.0
83	6333	5.0
84	56152	5.0
84	40629	5.0
84	3410	5.0
84	84944	5.0
84	7099	5.0
84	43869	5.0
84	172825	5.0
84	174141	5.0
84	32657	5.0
84	144606	5.0
85	109241	5.0
85	32898	5.0
85	84944	5.0
85	72226	5.0
85	3201	5.0
85	2206	5.0
85	3054	5.0
85	27731	5.0
85	2147	5.0
85	2009	5.0
86	109241	5.0
86	800	5.0
86	183897	5.0
86	3999	5.0
86	140289	5.0
86	3197	5.0
86	72226	5.0
86	1374	5.0
86	2147	5.0
86	174141	5.0
87	32	5.0
87	56152	5.0
87	3999	5.0
87	6283	5.0
87	2367	5.0
87	26183	5.0
87	168090	5.0
87	27618	5.0
87	1544	5.0
87	147372	5.0
88	109241	5.0
88	800	5.0
88	2367	5.0
88	168090	5.0
88	1544	5.0
88	7099	5.0
88	147372	5.0
88	2206	5.0
88	33679	5.0
88	3190	5.0
89	56152	5.0
89	2968	5.0
89	74275	5.0
89	168090	5.0
89	2097	5.0
89	33493	5.0
89	7099	5.0
89	5300	5.0
89	174141	5.0
89	3000	5.0
9	109241	5.0
9	800	5.0
9	32	5.0
9	56152	5.0
9	2367	5.0
9	168090	5.0
9	72226	5.0
9	1544	5.0
9	147372	5.0
9	2206	5.0
90	109241	5.0
90	800	5.0
90	56152	5.0
90	3999	5.0
90	2367	5.0
90	26183	5.0
90	32009	5.0
90	3350	5.0
90	72226	5.0
90	33493	5.0
91	2373	5.0
91	800	5.0
91	2968	5.0
91	168090	5.0
91	2097	5.0
91	99149	5.0
91	95510	5.0
91	7099	5.0
91	34	5.0
91	147372	5.0
92	109241	5.0
92	800	5.0
92	56152	5.0
92	551	5.0
92	183897	5.0
92	140289	5.0
92	852	5.0
92	2922	5.0
92	7099	5.0
92	1374	5.0
93	32	5.0
93	56152	5.0
93	798	5.0
93	2367	5.0
93	168090	5.0
93	84944	5.0
93	1544	5.0
93	7099	5.0
93	147372	5.0
93	2206	5.0
94	2367	5.0
94	168090	5.0
94	53972	5.0
94	32009	5.0
94	3350	5.0
94	1544	5.0
94	33493	5.0
94	7099	5.0
94	147372	5.0
94	2206	5.0
95	2373	5.0
95	800	5.0
95	56152	5.0
95	40629	5.0
95	108981	5.0
95	2324	5.0
95	84944	5.0
95	27618	5.0
95	4496	5.0
95	337	5.0
96	109241	5.0
96	32	5.0
96	588	5.0
96	183897	5.0
96	140289	5.0
96	53972	5.0
96	7099	5.0
96	1374	5.0
96	2147	5.0
96	33679	5.0
97	109241	5.0
97	3179	5.0
97	183897	5.0
97	3329	5.0
97	140289	5.0
97	32898	5.0
97	2922	5.0
97	84944	5.0
97	72226	5.0
97	1374	5.0
98	109241	5.0
98	183897	5.0
98	140289	5.0
98	2367	5.0
98	84944	5.0
98	72226	5.0
98	1374	5.0
98	2147	5.0
98	33679	5.0
98	174141	5.0
99	800	5.0
99	588	5.0
99	2367	5.0
99	168090	5.0
99	53972	5.0
99	32009	5.0
99	3350	5.0
99	1544	5.0
99	33493	5.0
99	7099	5.0
