user_id	item_id	imdbId	Movie Id	Title	Year	urls	explanations
507386	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.368, 'Documentary': 0.182, 'Romance': 0.142}
507438	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.287, 'War': 0.271, 'Crime': 0.189}
507440	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Western': 0.452, 'Musical': 0.254, 'Comedy': 0.238}
511034	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.338, 'Musical': 0.293, 'Mystery': 0.143}
511341	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Crime': 0.226, 'Drama': 0.201, 'Musical': 0.184}
511394	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'(no genres listed)': 0.307, 'Animation': 0.294, 'Western': 0.28}
511904	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.246, 'Animation': 0.19, 'Drama': 0.186}
511956	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.31, 'Mystery': 0.185, 'Western': 0.163}
511958	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.233, 'Western': 0.228, 'Musical': 0.212}
515001	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.388, 'War': 0.265, 'Western': 0.114}
515054	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Western': 0.234, 'Romance': 0.231, 'Animation': 0.159}
515564	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.286, 'Drama': 0.228, 'Animation': 0.161}
515616	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Children': 0.241, 'Fantasy': 0.202, 'Drama': 0.196}
515618	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.199, 'Film-Noir': 0.193, 'Drama': 0.193}
518877	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Documentary': 0.308, 'Romance': 0.276, 'Mystery': 0.273}
518930	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.257, 'Musical': 0.188, 'Sci-Fi': 0.135}
519440	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.318, 'Western': 0.288, 'Crime': 0.265}
519492	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.32, 'Musical': 0.141, 'Crime': 0.128}
519494	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Documentary': 0.29, 'Animation': 0.249, 'Drama': 0.208}
519519	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.288, 'Musical': 0.287, 'War': 0.216}
522897	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.332, 'Film-Noir': 0.31, 'Children': 0.292}
523395	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.255, 'Romance': 0.188, 'Comedy': 0.137}
523407	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.293, 'Romance': 0.117, 'Drama': 0.084}
523459	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Adventure': 0.277, 'Documentary': 0.2, 'Animation': 0.163}
523460	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.283, 'Adventure': 0.241, 'Romance': 0.231}
523461	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.211, 'Documentary': 0.168, 'Children': 0.147}
523512	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Western': 0.431, 'Drama': 0.192, 'Animation': 0.179}
523514	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.207, 'Romance': 0.151, 'Animation': 0.138}
524022	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'War': 0.32, 'Animation': 0.243, 'Film-Noir': 0.212}
524024	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Film-Noir': 0.2, 'Musical': 0.161, 'Romance': 0.131}
524076	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.247, 'Musical': 0.203, 'Crime': 0.14}
525567	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.298, 'Western': 0.292, 'Comedy': 0.224}
527055	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.343, 'Romance': 0.288, 'Crime': 0.231}
527415	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Western': 0.339, 'Drama': 0.264, 'Documentary': 0.159}
527925	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.423, 'Drama': 0.386, 'Adventure': 0.193}
527977	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Romance': 0.147, 'Drama': 0.099, 'Western': 0.019}
527979	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.254, 'Children': 0.204, 'Drama': 0.124}
529443	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.445, 'Fantasy': 0.22, 'IMAX': 0.141}
531075	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.327, 'Documentary': 0.242, 'Musical': 0.24}
531585	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Film-Noir': 0.308, 'Documentary': 0.19, 'Western': 0.159}
531637	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.254, 'Fantasy': 0.214, 'Romance': 0.164}
531639	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.265, 'War': 0.232, 'Musical': 0.17}
533103	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Documentary': 0.315, 'Film-Noir': 0.298, 'Drama': 0.247}
533463	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Romance': 0.175, 'Sci-Fi': 0.155, 'Children': 0.123}
533973	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Documentary': 0.205, 'War': 0.195, 'Adventure': 0.168}
534025	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.269, 'Musical': 0.165, 'Western': 0.125}
534027	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.314, 'Film-Noir': 0.241, 'War': 0.233}
534951	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.352, 'Children': 0.317, 'Drama': 0.314}
535461	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.357, 'Comedy': 0.191, 'Film-Noir': 0.188}
535513	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Documentary': 0.308, 'Drama': 0.266, 'Children': 0.231}
535515	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.157, 'Action': 0.147, 'Romance': 0.146}
537123	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.262, 'Film-Noir': 0.255, 'Documentary': 0.255}
537621	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.324, 'Drama': 0.297, 'Animation': 0.236}
537633	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.25, 'Mystery': 0.132, 'Action': 0.043}
537685	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Mystery': 0.291, 'Crime': 0.209, 'Animation': 0.143}
537687	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Musical': 0.403, 'Film-Noir': 0.288, 'Drama': 0.283}
539481	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.308, 'War': 0.103, 'Crime': 0.077}
539533	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.254, 'Mystery': 0.185, 'Musical': 0.16}
539535	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Animation': 0.301, 'Documentary': 0.241, 'War': 0.137}
540043	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Western': 0.193, 'Drama': 0.165, 'Animation': 0.149}
540045	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'War': 0.329, 'Adventure': 0.175, 'Mystery': 0.137}
540097	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Romance': 0.27, 'Musical': 0.247, 'Crime': 0.213}
540999	2728	0054331	2728	Spartacus	1960	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg	{'Drama': 0.385, 'Children': 0.197, 'Film-Noir': 0.179}
