Movie Id,Title,Genre,Year
203,Thanks for Everything! Julie Newmar To Wong Foo,Comedy,1995
204,Under Siege 2: Dark Territory,Action,1995
205,Unstrung Heroes,Comedy,1995
206,Unzipped,Documentary,1995
207,A Walk in the Clouds,Drama,1995
208,Waterworld,Action,1995
209,White Man's Burden,Drama,1995
210,Wild Bill,Western,1995
211,The Browning Version,Drama,1994
212,Bushwhacked,Adventure,1995
213,Burnt by the Sun,Drama,1994
214,Before the Rain,Drama,1994
215,Before Sunrise,Drama,1995
216,Billy Madison,Comedy,1995
217,The Babysitter,Drama,1995
218,Boys on the Side,Comedy,1995
219,The Cure,Drama,1995
220,Castle Freak,Horror,1995
222,Circle of Friends,Drama,1995
223,Clerks,Comedy,1994
224,Don Juan DeMarco,Comedy,1995
225,Disclosure,Drama,1994
227,Drop Zone,Action,1994
228,Destiny Turns on the Radio,Comedy,1995
229,Death and the Maiden,Drama,1994
230,Dolores Claiborne,Drama,1995
231,Dumb & Dumber,Adventure,1994
232,Eat Drink Man Woman,Comedy,1994
233,Exotica,Drama,1994
234,Exit to Eden,Comedy,1994
235,Ed Wood,Comedy,1994
236,French Kiss,Action,1995
237,Forget Paris,Comedy,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure,1995
239,A Goofy Movie,Animation,1995
240,Hideaway,Thriller,1995
241,Fluke,Children,1995
242,Farinelli: il castrato,Drama,1994
243,Gordy,Children,1995
246,Hoop Dreams,Documentary,1994
247,Heavenly Creatures,Crime,1994
248,Houseguest,Comedy,1994
249,Immortal Beloved,Drama,1994
250,Heavyweights,Children,1995
251,The Hunted,Action,1995
252,I.Q.,Comedy,1994
253,Interview with the Vampire: The Vampire Chronicles,Drama,1994
254,Jefferson in Paris,Drama,1995
255,The Jerky Boys,Comedy,1995
256,Junior,Comedy,1994
257,Just Cause,Mystery,1995
258,A Kid in King Arthur's Court,Adventure,1995
259,Kiss of Death,Crime,1995
260,Star Wars: Episode IV - A New Hope,Action,1977
261,Little Women,Drama,1994
262,A Little Princess,Children,1995
263,Ladybird Ladybird,Drama,1994
265,Like Water for Chocolate,Drama,1992
266,Legends of the Fall,Drama,1994
267,Major Payne,Comedy,1995
269,My Crazy Life,Drama,1993
270,Love Affair,Drama,1994
271,Losing Isaiah,Drama,1995
272,The Madness of King George,Comedy,1994
273,Mary Shelley's Frankenstein,Drama,1994
274,Man of the House,Comedy,1995
275,Mixed Nuts,Comedy,1994
276,Milk Money,Comedy,1994
277,Miracle on 34th Street,Drama,1994
278,Miami Rhapsody,Comedy,1995
279,My Family,Drama,1995
280,Murder in the First,Drama,1995
281,Nobody's Fool,Comedy,1994
282,Nell,Drama,1994
283,New Jersey Drive,Crime,1995
284,New York Cop,Action,1993
285,Beyond Bedlam,Drama,1993
287,Nina Takes a Lover,Comedy,1994
288,Natural Born Killers,Action,1994
289,Only You,Comedy,1994
290,Once Were Warriors,Crime,1994
291,Poison Ivy II,Drama,1996
292,Outbreak,Action,1995
293,Léon: The Professional,Action,1994
294,The Perez Family,Comedy,1995
295,A Pyromaniac's Love Story,Comedy,1995
296,Pulp Fiction,Comedy,1994
298,Pushing Hands,Drama,1992
299,Priest,Drama,1994
300,Quiz Show,Drama,1994
301,Picture Bride,Drama,1994
302,Queen Margot,Drama,1994
303,The Quick and the Dead,Action,1995
304,Roommates,Comedy,1995
305,Ready to Wear,Comedy,1994
306,Three Colors: Red,Drama,1994
307,Three Colors: Blue,Drama,1993
308,Three Colors: White,Comedy,1994
310,Rent-a-Kid,Comedy,1995
311,Relative Fear,Horror,1994
312,Stuart Saves His Family,Comedy,1995
313,The Swan Princess,Animation,1994
314,The Secret of Roan Inish,Children,1994
315,The Specialist,Action,1994
316,Stargate,Action,1994
317,The Santa Clause,Comedy,1994
318,The Shawshank Redemption,Crime,1994
319,Shallow Grave,Comedy,1994
320,Suture,Film-Noir,1993
321,Strawberry and Chocolate,Drama,1993
322,Swimming with Sharks,Comedy,1995
324,The Sum of Us,Comedy,1994
325,National Lampoon's Senior Trip,Comedy,1995
326,To Live,Drama,1994
327,Tank Girl,Action,1995
328,Tales from the Crypt Presents: Demon Knight,Horror,1995
329,Star Trek: Generations,Adventure,1994
330,Tales from the Hood,Action,1995
331,Tom & Viv,Drama,1994
332,Village of the Damned,Horror,1995
333,Tommy Boy,Comedy,1995
334,Vanya on 42nd Street,Drama,1994
335,Underneath,Mystery,1995
336,The Walking Dead,Drama,1995
337,What's Eating Gilbert Grape,Drama,1993
338,Virtuosity,Action,1995
339,While You Were Sleeping,Comedy,1995
340,The War,Adventure,1994
341,Double Happiness,Drama,1994
342,Muriel's Wedding,Comedy,1994
343,The Baby-Sitters Club,Children,1995
344,Ace Ventura: Pet Detective,Comedy,1994
345,The Adventures of Priscilla,Comedy,1994
346,Backbeat,Drama,1993
347,Bitter Moon,Drama,1992
348,Bullets Over Broadway,Comedy,1994
349,Clear and Present Danger,Action,1994
350,The Client,Drama,1994
351,Corrina Corrina,Comedy,1994
352,Crooklyn,Comedy,1994
353,The Crow,Action,1994
354,Cobb,Drama,1994
355,The Flintstones,Children,1994
356,Forrest Gump,Comedy,1994
357,Four Weddings and a Funeral,Comedy,1994
358,Higher Learning,Drama,1995
359,I Like It Like That,Comedy,1994
360,I Love Trouble,Action,1994
361,It Could Happen to You,Comedy,1994
362,The Jungle Book,Adventure,1994
363,The Wonderful,Documentary,1993
364,The Lion King,Adventure,1994
365,Little Buddha,Drama,1993
366,Wes Craven's New Nightmare,Drama,1994
367,The Mask,Action,1994
368,Maverick,Adventure,1994
369,Mrs. Parker and the Vicious Circle,Drama,1994
370,Naked Gun 33 1/3: The Final Insult,Action,1994
371,The Paper,Comedy,1994
372,Reality Bites,Comedy,1994
373,Red Rock West,Thriller,1992
374,Richie Rich,Children,1994
376,The River Wild,Action,1994
377,Speed,Action,1994
378,Speechless,Comedy,1994
379,Timecop,Action,1994
380,True Lies,Action,1994
381,When a Man Loves a Woman,Drama,1994
382,Wolf,Drama,1994
383,Wyatt Earp,Western,1994
384,Bad Company,Action,1995
385,A Man of No Importance,Drama,1994
386,S.F.W.,Drama,1994
387,A Low Down Dirty Shame,Action,1994
388,Boys Life,Drama,1995
389,Le Colonel Chabert,Drama,1994
390,Faster Pussycat! Kill! Kill!,Action,1965
391,Jason's Lyric,Crime,1994
393,Street Fighter,Action,1994
405,Highlander III: The Sorcerer,Action,1994
406,Federal Hill,Drama,1994
407,In the Mouth of Madness,Horror,1995
408,8 Seconds,Drama,1994
409,Above the Rim,Crime,1994
410,Addams Family Values,Children,1993
412,The Age of Innocence,Drama,1993
413,Airheads,Comedy,1994
414,The Air Up There,Comedy,1994
415,Another Stakeout,Comedy,1993
416,Bad Girls,Western,1994
417,Barcelona,Comedy,1994
418,Being Human,Drama,1993
419,The Beverly Hillbillies,Comedy,1993
420,Beverly Hills Cop III,Action,1994
421,Black Beauty,Adventure,1994
422,Blink,Thriller,1994
423,Blown Away,Action,1994
424,Blue Chips,Drama,1994
425,Blue Sky,Drama,1994
426,Body Snatchers,Horror,1993
427,Boxing Helena,Drama,1993
428,A Bronx Tale,Drama,1993
429,Cabin Boy,Comedy,1994
430,Calendar Girl,Comedy,1993
431,Carlito's Way,Crime,1993
432,City Slickers II: The Legend of Curly's Gold,Adventure,1994
433,Clean Slate,Comedy,1994
434,Cliffhanger,Action,1993
435,Coneheads,Comedy,1993
436,Color of Night,Drama,1994
437,Cops and Robbersons,Comedy,1994
438,The Cowboy Way,Action,1994
440,Dave,Comedy,1993
441,Dazed and Confused,Comedy,1993
442,Demolition Man,Action,1993
444,Even Cowgirls Get the Blues,Comedy,1993
445,Fatal Instinct,Comedy,1993
446,Farewell My Concubine,Drama,1993
448,Fearless,Drama,1993
449,Fear of a Black Hat,Comedy,1994
450,With Honors,Comedy,1994
451,Flesh and Bone,Drama,1993
452,Widows' Peak,Drama,1994
453,For Love or Money,Comedy,1993
454,The Firm,Drama,1993
455,Free Willy,Adventure,1993
456,Fresh,Crime,1994
457,The Fugitive,Thriller,1993
458,Geronimo: An American Legend,Drama,1993
459,The Getaway,Action,1994
460,Getting Even with Dad,Comedy,1994
461,Go Fish,Drama,1994
464,Hard Target,Action,1993
466,Hot Shots! Part Deux,Action,1993
467,Live Nude Girls,Comedy,1995
468,The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy,1995
469,The House of the Spirits,Drama,1993
470,House Party 3,Comedy,1994
471,The Hudsucker Proxy,Comedy,1994
472,I'll Do Anything,Comedy,1994
473,In the Army Now,Comedy,1994
474,In the Line of Fire,Action,1993
475,In the Name of the Father,Drama,1993
476,The Inkwell,Comedy,1994
477,What's Love Got to Do with It?,Drama,1993
478,Jimmy Hollywood,Comedy,1994
479,Judgment Night,Action,1993
480,Jurassic Park,Action,1993
481,Kalifornia,Drama,1993
482,Killing Zoe,Crime,1994
484,Lassie,Adventure,1994
485,Last Action Hero,Action,1993
486,Life with Mikey,Comedy,1993
487,Lightning Jack,Comedy,1994
488,M. Butterfly,Drama,1993
489,Made in America,Comedy,1993
490,Malice,Thriller,1993
491,The Man Without a Face,Drama,1993
492,Manhattan Murder Mystery,Comedy,1993
493,Menace II Society,Action,1993
494,Executive Decision,Action,1996
495,In the Realm of the Senses,Drama,1976
496,What Happened Was...,Comedy,1994
497,Much Ado About Nothing,Comedy,1993
499,Mr. Wonderful,Comedy,1993
500,Mrs. Doubtfire,Comedy,1993
501,Naked,Drama,1993
502,The Next Karate Kid,Action,1994
504,No Escape,Action,1994
505,North,Comedy,1994
506,Orlando,Drama,1992
507,A Perfect World,Crime,1993
508,Philadelphia,Drama,1993
509,The Piano,Drama,1993
510,Poetic Justice,Drama,1993
511,The Program,Action,1993
512,The Puppet Masters,Horror,1994
513,Radioland Murders,Comedy,1994
514,The Ref,Comedy,1994
515,The Remains of the Day,Drama,1993
516,Renaissance Man,Comedy,1994
517,Rising Sun,Action,1993
518,The Road to Wellville,Comedy,1994
519,RoboCop 3,Action,1993
520,Robin Hood: Men in Tights,Comedy,1993
521,Romeo Is Bleeding,Crime,1993
522,Romper Stomper,Action,1992
523,Ruby in Paradise,Drama,1993
524,Rudy,Drama,1993
526,Savage Nights,Drama,1992
527,Schindler's List,Drama,1993
528,The Scout,Comedy,1994
529,Searching for Bobby Fischer,Drama,1993
531,The Secret Garden,Children,1993
532,Serial Mom,Comedy,1994
533,The Shadow,Action,1994
534,Shadowlands,Drama,1993
535,Short Cuts,Drama,1993
536,A Simple Twist of Fate,Drama,1994
537,Sirens,Drama,1994
538,Six Degrees of Separation,Drama,1993
539,Sleepless in Seattle,Comedy,1993
540,Sliver,Thriller,1993
541,Blade Runner,Action,1982
542,Son in Law,Comedy,1993
543,So I Married an Axe Murderer,Comedy,1993
544,Striking Distance,Action,1993
546,Super Mario Bros.,Action,1993
547,Surviving the Game,Action,1994
548,Terminal Velocity,Action,1994
549,Thirty-Two Short Films About Glenn Gould,Drama,1993
550,Threesome,Comedy,1994
551,The Nightmare Before Christmas,Animation,1993
552,The Three Musketeers,Action,1993
553,Tombstone,Action,1993
555,True Romance,Crime,1993
556,The War Room,Documentary,1993
558,The Pagemaster,Action,1994
562,Welcome to the Dollhouse,Comedy,1995
563,Germinal,Drama,1993
564,Chasers,Comedy,1994
567,Kika,Comedy,1993
568,Bhaji on the Beach,Comedy,1993
569,Little Big League,Comedy,1994
573,Professore! Ciao,Drama,1992
574,Spanking the Monkey,Comedy,1994
575,The Little Rascals,Children,1994
577,Andre,Adventure,1994
579,The Escort,Crime,1993
580,Princess Caraboo,Drama,1994
581,The Celluloid Closet,Documentary,1995
583,Dear Diary,Comedy,1994
585,The Brady Bunch Movie,Comedy,1995
586,Home Alone,Children,1990
587,Ghost,Comedy,1990
588,Aladdin,Adventure,1992
589,Terminator 2: Judgment Day,Action,1991
590,Dances with Wolves,Adventure,1990
592,Batman,Action,1989
593,The Silence of the Lambs,Crime,1991
594,Snow White and the Seven Dwarfs,Animation,1937
595,Beauty and the Beast,Animation,1991
596,Pinocchio,Animation,1940
597,Pretty Woman,Comedy,1990
599,The Wild Bunch,Adventure,1969
600,Love and a .45,Action,1994
602,A Great Day in Harlem,Documentary,1994
605,One Fine Day,Drama,1996
606,Candyman: Farewell to the Flesh,Fantasy,1995
608,Fargo,Comedy,1996
609,Homeward Bound II: Lost in San Francisco,Adventure,1996
610,Heavy Metal,Action,1981
611,Hellraiser: Bloodline,Action,1996
612,The Pallbearer,Comedy,1996
613,Jane Eyre,Drama,1996
615,Bread and Chocolate,Comedy,1973
616,The Aristocats,Animation,1970
617,The Flower of My Secret,Comedy,1995
618,Two Much,Comedy,1995
619,Ed,Comedy,1996
626,A Thin Line Between Love and Hate,Comedy,1996
627,The Last Supper,Drama,1995
628,Primal Fear,Crime,1996
631,All Dogs Go to Heaven 2,Adventure,1996
632,Land and Freedom,Drama,1995
633,Denise Calls Up,Comedy,1995
634,Theodore Rex,Comedy,1995
635,A Family Thing,Comedy,1996
636,Frisk,Drama,1995
637,Sgt. Bilko,Comedy,1996
638,Jack and Sarah,Romance,1995
639,Girl 6,Comedy,1996
640,Diabolique,Drama,1996
645,Nelly & Monsieur Arnaud,Drama,1995
647,Courage Under Fire,Action,1996
648,Mission: Impossible,Action,1996
649,Cold Fever,Comedy,1995
650,Moll Flanders,Drama,1996
653,Dragonheart,Action,1996
656,Eddie,Comedy,1996
661,James and the Giant Peach,Adventure,1996
662,Fear,Thriller,1996
663,Kids in the Hall: Brain Candy,Comedy,1996
665,Underground,Comedy,1995
667,Bloodsport 2,Action,1996
668,Song of the Little Road,Drama,1955
670,The World of Apu,Drama,1959
671,Mystery Science Theater 3000: The Movie,Comedy,1996
673,Space Jam,Adventure,1996
674,Barbarella,Adventure,1968
678,Some Folks Call It a Sling Blade,Drama,1993
679,The Run of the Country,Drama,1995
680,Alphaville,Drama,1965
685,It's My Party,Drama,1996
688,Operation Dumbo Drop,Action,1995
691,Mrs. Winterbourne,Comedy,1996
692,Solo,Action,1996
694,The Substitute,Action,1996
695,True Crime,Mystery,1996
697,Feeling Minnesota,Drama,1996
698,Delta of Venus,Drama,1995
700,Angus,Comedy,1995
703,Boys,Drama,1996
704,The Quest,Action,1996
706,Sunset Park,Drama,1996
707,Mulholland Falls,Crime,1996
708,The Truth About Cats & Dogs,Comedy,1996
709,Oliver & Company,Adventure,1988
710,Celtic Pride,Comedy,1996
711,Flipper,Adventure,1996
714,Dead Man,Drama,1995
715,The Horseman on the Roof,Drama,1995
718,The Visitors,Comedy,1993
719,Multiplicity,Comedy,1996
720,Wallace & Gromit: The Best of Aardman Animation,Adventure,1996
722,The Haunted World of Edward D. Wood Jr.,Documentary,1996
724,The Craft,Drama,1996
725,The Great White Hype,Comedy,1996
726,Last Dance,Drama,1996
728,Cold Comfort Farm,Comedy,1995
731,Heaven's Prisoners,Crime,1996
733,The Rock,Action,1996
735,Cemetery Man,Horror,1994
736,Twister,Action,1996
737,Barb Wire,Action,1996
741,Ghost in the Shell,Animation,1995
742,Thinner,Horror,1996
743,Spy Hard,Comedy,1996
745,Wallace & Gromit: A Close Shave,Animation,1995
747,The Stupids,Comedy,1996
748,The Arrival,Action,1996
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,1964
757,Ashes of Time,Drama,1994
759,Maya Lin: A Strong Clear Vision,Documentary,1994
760,Stalingrad,Drama,1993
761,The Phantom,Action,1996
762,Striptease,Comedy,1996
764,Heavy,Drama,1995
765,Jack,Comedy,1996
766,I Shot Andy Warhol,Drama,1996
773,Touki Bouki,Drama,1973
775,Spirits of the Dead,Horror,1968
778,Trainspotting,Comedy,1996
779,'Til There Was You,Drama,1997
780,Independence Day,Action,1996
781,Stealing Beauty,Drama,1996
782,The Fan,Drama,1996
783,The Hunchback of Notre Dame,Animation,1996
784,The Cable Guy,Comedy,1996
785,Kingpin,Comedy,1996
786,Eraser,Action,1996
788,The Nutty Professor,Comedy,1996
790,An Unforgettable Summer,Drama,1994
791,The Last Klezmer: Leopold Kozlowski,Documentary,1994
795,Somebody to Love,Drama,1994
798,Daylight,Action,1996
799,The Frighteners,Comedy,1996
800,Lone Star,Drama,1996
801,Harriet the Spy,Children,1996
802,Phenomenon,Drama,1996
803,Walking and Talking,Comedy,1996
804,She's the One,Comedy,1996
805,A Time to Kill,Drama,1996
806,American Buffalo,Crime,1996
808,Alaska,Adventure,1996
809,Fled,Action,1996
810,Kazaam,Children,1996
813,Larger Than Life,Comedy,1996
818,A Very Brady Sequel,Comedy,1996
823,The Collector,Drama,1967
824,Kaspar Hauser,Drama,1993
828,The Adventures of Pinocchio,Adventure,1996
829,Joe's Apartment,Comedy,1996
830,The First Wives Club,Comedy,1996
832,Ransom,Crime,1996
833,High School High,Comedy,1996
835,Foxfire,Drama,1996
836,Chain Reaction,Action,1996
837,Matilda,Children,1996
838,Emma,Comedy,1996
839,The Crow: City of Angels,Action,1996
840,House Arrest,Children,1996
841,Eyes Without a Face,Horror,1959
842,Tales from the Crypt Presents: Bordello of Blood,Comedy,1996
848,The Spitfire Grill,Drama,1996
849,Escape from L.A.,Action,1996
851,Basquiat,Drama,1996
852,Tin Cup,Comedy,1996
858,The Godfather,Crime,1972
861,Supercop,Action,1992
866,Bound,Crime,1996
867,Carpool,Comedy,1996
869,Kansas City,Crime,1996
870,Gone Fishin',Comedy,1997
875,Nothing to Lose,Action,1994
876,Supercop 2,Action,1993
879,The Relic,Horror,1997
880,The Island of Dr. Moreau,Sci-Fi,1996
881,First Kid,Children,1996
882,The Trigger Effect,Drama,1996
885,Bogus,Children,1996
886,Bulletproof,Action,1996
888,Land Before Time III: The Time of the Great Giving,Adventure,1995
889,1-900,Drama,1994
891,Halloween: The Curse of Michael Myers,Horror,1995
892,Twelfth Night,Comedy,1996
893,Mother Night,Drama,1996
896,Wild Reeds,Drama,1994
897,For Whom the Bell Tolls,Adventure,1943
898,The Philadelphia Story,Comedy,1940
899,Singin' in the Rain,Comedy,1952
900,An American in Paris,Musical,1951
901,Funny Face,Comedy,1957
902,Breakfast at Tiffany's,Drama,1961
903,Vertigo,Drama,1958
904,Rear Window,Mystery,1954
905,It Happened One Night,Comedy,1934
906,Gaslight,Drama,1944
907,The Gay Divorcee,Comedy,1934
908,North by Northwest,Action,1959
909,The Apartment,Comedy,1960
910,Some Like It Hot,Comedy,1959
911,Charade,Comedy,1963
912,Casablanca,Drama,1942
913,The Maltese Falcon,Film-Noir,1941
914,My Fair Lady,Comedy,1964
915,Sabrina,Comedy,1954
916,Roman Holiday,Comedy,1953
917,The Little Princess,Children,1939
918,Meet Me in St. Louis,Musical,1944
919,The Wizard of Oz,Adventure,1939
920,Gone with the Wind,Drama,1939
921,My Favorite Year,Comedy,1982
922,Sunset Blvd.,Drama,1950
923,Citizen Kane,Drama,1941
924,2001: A Space Odyssey,Adventure,1968
926,All About Eve,Drama,1950
927,The Women,Comedy,1939
928,Rebecca,Drama,1940
929,Foreign Correspondent,Drama,1940
930,Notorious,Film-Noir,1946
931,Spellbound,Mystery,1945
932,An Affair to Remember,Drama,1957
933,To Catch a Thief,Crime,1955
934,Father of the Bride,Comedy,1950
935,The Band Wagon,Comedy,1953
936,Ninotchka,Comedy,1939
937,Love in the Afternoon,Comedy,1957
938,Gigi,Musical,1958
940,The Adventures of Robin Hood,Action,1938
941,The Mark of Zorro,Adventure,1940
942,Laura,Crime,1944
943,The Ghost and Mrs. Muir,Drama,1947
944,Lost Horizon,Drama,1937
945,Top Hat,Comedy,1935
946,To Be or Not to Be,Comedy,1942
947,My Man Godfrey,Comedy,1936
948,Giant,Drama,1956
949,East of Eden,Drama,1955
950,The Thin Man,Comedy,1934
951,His Girl Friday,Comedy,1940
952,Around the World in 80 Days,Adventure,1956
953,It's a Wonderful Life,Children,1946
954,Mr. Smith Goes to Washington,Drama,1939
955,Bringing Up Baby,Comedy,1938
956,Penny Serenade,Drama,1941
959,Of Human Bondage,Drama,1934
961,Little Lord Fauntleroy,Drama,1936
963,The Inspector General,Musical,1949
965,The 39 Steps,Drama,1935
968,Night of the Living Dead,Horror,1968
969,The African Queen,Adventure,1951
970,Beat the Devil,Adventure,1953
971,Cat on a Hot Tin Roof,Drama,1958
973,Meet John Doe,Comedy,1941
976,A Farewell to Arms,Romance,1932
979,Nothing Personal,Drama,1995
981,Dangerous Ground,Drama,1997
982,Picnic,Drama,1955
984,The Pompatus of Love,Comedy,1996
986,Fly Away Home,Adventure,1996
987,Bliss,Drama,1997
988,Grace of My Heart,Comedy,1996
990,Maximum Risk,Action,1996
991,Michael Collins,Drama,1996
993,Infinity,Drama,1996
994,Big Night,Comedy,1996
996,Last Man Standing,Action,1996
998,Set It Off,Action,1996
999,2 Days in the Valley,Crime,1996
1003,Extreme Measures,Drama,1996
1004,The Glimmer Man,Action,1996
1005,D3: The Mighty Ducks,Children,1996
1006,The Chamber,Drama,1996
1007,The Apple Dumpling Gang,Children,1975
1008,King of the Wild Frontier Davy Crockett,Adventure,1955
1009,Escape to Witch Mountain,Adventure,1975
1010,The Love Bug,Children,1969
1011,Herbie Rides Again,Children,1974
1012,Old Yeller,Children,1957
1013,The Parent Trap,Children,1961
1014,Pollyanna,Children,1960
1015,Homeward Bound: The Incredible Journey,Adventure,1993
1016,The Shaggy Dog,Children,1959
1017,Swiss Family Robinson,Adventure,1960
1018,That Darn Cat!,Children,1965
1019,000 Leagues Under the Sea 20,Adventure,1954
1020,Cool Runnings,Comedy,1993
1021,Angels in the Outfield,Children,1994
1022,Cinderella,Animation,1950
1023,Winnie the Pooh and the Blustery Day,Animation,1968
1024,The Three Caballeros,Animation,1945
1025,The Sword in the Stone,Animation,1963
1027,Robin Hood: Prince of Thieves,Adventure,1991
1028,Mary Poppins,Children,1964
1029,Dumbo,Animation,1941
1030,Pete's Dragon,Adventure,1977
