userId,movieId,rating,timestamp
511904,187541,5.0,857375709
511904,175475,5.0,1082526067
511904,148888,5.0,1250357502
527925,187541,5.0,1330186797
527925,175475,5.0,1205125817
527925,164909,5.0,924933131
537633,187541,5.0,1140880443
537633,170957,5.0,1170957415
537633,179135,5.0,838338204
507386,187541,5.0,860534128
507386,170957,5.0,1479665276
507386,148888,5.0,1448650986
523407,187541,5.0,970469101
523407,170957,5.0,1010797620
523407,164909,5.0,906313318
515564,187541,5.0,989266672
515564,179135,5.0,1103527892
515564,148888,5.0,1400094939
531585,187541,5.0,1502472915
531585,179135,5.0,1347990733
531585,164909,5.0,1163610246
501338,187541,5.0,1255579178
501338,148888,5.0,987668899
501338,164909,5.0,973861779
545517,187031,5.0,1204667485
545517,183011,5.0,1145003772
545517,175475,5.0,1510045376
540999,187031,5.0,1150731536
540999,183011,5.0,882512974
540999,170957,5.0,1037411287
549177,187031,5.0,1072229312
549177,183011,5.0,1182169394
549177,179135,5.0,1105385930
518930,187031,5.0,1492649581
518930,183011,5.0,911404042
518930,148888,5.0,1092324122
534951,187031,5.0,1211311419
534951,183011,5.0,1101960406
534951,164909,5.0,1286544312
533463,187031,5.0,996765144
533463,175475,5.0,1008648011
533463,170957,5.0,1469296869
541641,187031,5.0,1202597705
541641,175475,5.0,1459489227
541641,179135,5.0,981183002
511394,187031,5.0,1257674204
511394,175475,5.0,1418423891
511394,148888,5.0,936946024
527415,187031,5.0,1493701628
527415,175475,5.0,834752882
527415,164909,5.0,1174111834
537123,187031,5.0,1452924025
537123,170957,5.0,1072585298
537123,179135,5.0,1004043332
506876,187031,5.0,1072716916
506876,170957,5.0,1525002818
506876,148888,5.0,1005313990
522897,187031,5.0,1134107734
522897,170957,5.0,1508209958
522897,164909,5.0,1491787938
515054,187031,5.0,1340397252
515054,179135,5.0,1245506483
515054,148888,5.0,1304961747
531075,187031,5.0,858128358
531075,179135,5.0,1237855470
531075,164909,5.0,1160737798
500828,187031,5.0,1218866606
500828,148888,5.0,992902688
500828,164909,5.0,1211534318
529443,183011,5.0,949780807
529443,175475,5.0,1482940625
529443,170957,5.0,1303337435
537621,183011,5.0,1276465265
537621,175475,5.0,939578364
537621,179135,5.0,910413796
507374,183011,5.0,975481874
507374,175475,5.0,1078253861
507374,148888,5.0,885480584
523395,183011,5.0,1094931528
523395,175475,5.0,1178016118
523395,164909,5.0,894819532
533103,183011,5.0,1508983557
533103,170957,5.0,1085912977
533103,179135,5.0,1169304781
502856,183011,5.0,884813509
502856,170957,5.0,1297417895
502856,148888,5.0,1450241769
518877,183011,5.0,1074385879
518877,170957,5.0,1114862886
518877,164909,5.0,1177179412
511034,183011,5.0,1012664896
511034,179135,5.0,1153015251
511034,148888,5.0,1483953817
527055,183011,5.0,1508487975
527055,179135,5.0,1413391342
527055,164909,5.0,913026104
496808,183011,5.0,1438183860
496808,148888,5.0,1446176192
496808,164909,5.0,1203305397
525567,175475,5.0,1049007483
525567,170957,5.0,1455583135
525567,179135,5.0,1230006572
495320,175475,5.0,1511709599
495320,170957,5.0,1312714643
495320,148888,5.0,1276875046
511341,175475,5.0,1088330825
511341,170957,5.0,1383022324
511341,164909,5.0,1171494370
503498,175475,5.0,919364702
503498,179135,5.0,1229747697
503498,148888,5.0,1114331223
519519,175475,5.0,1330981876
519519,179135,5.0,1067341601
519519,164909,5.0,1178525724
489272,175475,5.0,1147433052
489272,148888,5.0,1167599548
489272,164909,5.0,1119903052
498980,170957,5.0,1254522632
498980,179135,5.0,1174500784
498980,148888,5.0,853360359
515001,170957,5.0,1536203331
515001,179135,5.0,1176260531
515001,164909,5.0,1297286653
484754,170957,5.0,1112755565
484754,148888,5.0,1323977369
484754,164909,5.0,1194128784
492932,179135,5.0,1155435182
492932,148888,5.0,1111468035
492932,164909,5.0,937849621
