user_id	item_id	explanations	imdbId	urls
502856	2728	"{""Horror"": -0.432, ""IMAX"": -0.307, ""Thriller"": -0.288, ""War"": -0.203, ""Drama"": 0.171, ""Comedy"": -0.132, ""Crime"": 0.131, ""Western"": 0.122, ""Romance"": 0.112, ""Sci-Fi"": 0.088, ""Animation"": 0.07, ""Children"": 0.07, ""Adventure"": -0.041, ""Action"": 0.037, ""Documentary"": 0.016, ""Mystery"": -0.01, ""Fantasy"": -0.003, ""(no genres listed)"": 0.0, ""Film-Noir"": 0.0, ""Musical"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
503498	2728	"{""Horror"": -0.549, ""IMAX"": -0.353, ""Animation"": 0.321, ""Western"": 0.257, ""Musical"": 0.214, ""Fantasy"": -0.214, ""Adventure"": 0.186, ""Mystery"": -0.183, ""Drama"": 0.171, ""Sci-Fi"": -0.143, ""Romance"": 0.088, ""Children"": -0.079, ""Crime"": 0.06, ""Comedy"": 0.054, ""Thriller"": -0.044, ""War"": 0.007, ""Action"": -0.002, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
506876	2728	"{""Horror"": -0.847, ""Sci-Fi"": -0.322, ""Mystery"": 0.216, ""Drama"": 0.19, ""Film-Noir"": 0.147, ""IMAX"": -0.126, ""Fantasy"": -0.107, ""War"": 0.102, ""Musical"": 0.096, ""Action"": 0.085, ""Romance"": 0.081, ""Adventure"": 0.079, ""Thriller"": -0.072, ""Animation"": 0.058, ""Children"": 0.051, ""Comedy"": 0.026, ""Western"": 0.009, ""Crime"": -0.002, ""(no genres listed)"": 0.0, ""Documentary"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
507374	2728	"{""Horror"": -0.752, ""War"": 0.318, ""Thriller"": -0.27, ""Sci-Fi"": -0.211, ""Fantasy"": 0.203, ""Film-Noir"": 0.164, ""Romance"": -0.147, ""Animation"": 0.142, ""Musical"": 0.139, ""Drama"": 0.128, ""Crime"": 0.127, ""Western"": 0.098, ""Adventure"": -0.098, ""IMAX"": 0.085, ""Action"": 0.084, ""Mystery"": 0.044, ""Children"": 0.017, ""Documentary"": 0.011, ""Comedy"": -0.001, ""(no genres listed)"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
507386	2728	"{""Horror"": -0.691, ""Mystery"": 0.368, ""Thriller"": -0.304, ""Adventure"": -0.191, ""Documentary"": 0.182, ""Romance"": 0.142, ""Comedy"": -0.116, ""Musical"": -0.115, ""Crime"": 0.11, ""Fantasy"": -0.069, ""Western"": -0.06, ""Children"": 0.06, ""Action"": -0.055, ""Sci-Fi"": 0.053, ""Animation"": -0.052, ""Drama"": 0.031, ""War"": -0.026, ""(no genres listed)"": 0.0, ""Film-Noir"": 0.0, ""IMAX"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
507438	2728	"{""Horror"": -0.527, ""Action"": -0.309, ""Animation"": 0.287, ""War"": 0.271, ""IMAX"": -0.261, ""Crime"": 0.189, ""Romance"": 0.161, ""Thriller"": -0.135, ""Children"": -0.134, ""Drama"": 0.124, ""Musical"": 0.12, ""Fantasy"": -0.085, ""Sci-Fi"": 0.08, ""Adventure"": 0.062, ""Western"": 0.05, ""Mystery"": -0.013, ""Comedy"": 0.009, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
507440	2728	"{""Western"": 0.452, ""Mystery"": -0.284, ""Horror"": -0.263, ""Musical"": 0.254, ""Comedy"": 0.238, ""Action"": 0.203, ""War"": 0.194, ""Adventure"": 0.162, ""Thriller"": -0.154, ""Crime"": 0.122, ""Drama"": 0.114, ""Animation"": 0.091, ""IMAX"": 0.091, ""Romance"": 0.057, ""Fantasy"": 0.03, ""Sci-Fi"": -0.024, ""Children"": 0.007, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511034	2728	"{""Horror"": -0.789, ""Drama"": 0.338, ""Musical"": 0.293, ""Thriller"": -0.213, ""Adventure"": -0.161, ""Mystery"": 0.143, ""Sci-Fi"": 0.101, ""Animation"": 0.098, ""Children"": -0.085, ""Fantasy"": -0.049, ""War"": -0.031, ""Comedy"": -0.028, ""Western"": 0.022, ""IMAX"": -0.02, ""Romance"": 0.019, ""Crime"": 0.015, ""Action"": 0.001, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511341	2728	"{""Horror"": -0.651, ""Sci-Fi"": -0.382, ""Crime"": 0.226, ""Drama"": 0.201, ""Thriller"": -0.199, ""Musical"": 0.184, ""Comedy"": -0.164, ""Animation"": 0.159, ""Fantasy"": -0.155, ""War"": 0.137, ""Children"": 0.123, ""Action"": -0.087, ""IMAX"": -0.086, ""Mystery"": -0.053, ""Romance"": -0.048, ""Adventure"": -0.022, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511394	2728	"{""Horror"": -0.633, ""IMAX"": -0.457, ""(no genres listed)"": 0.307, ""Animation"": 0.294, ""Western"": 0.28, ""Crime"": -0.244, ""Drama"": 0.193, ""Adventure"": -0.166, ""Fantasy"": 0.146, ""Children"": 0.073, ""Comedy"": 0.073, ""Sci-Fi"": -0.037, ""Action"": 0.029, ""Musical"": -0.027, ""Romance"": -0.025, ""War"": 0.019, ""Thriller"": -0.007, ""Mystery"": 0.007, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511904	2728	"{""Horror"": -0.715, ""Musical"": 0.246, ""Fantasy"": -0.218, ""Thriller"": -0.204, ""Animation"": 0.19, ""Drama"": 0.186, ""Adventure"": -0.182, ""War"": -0.124, ""Mystery"": 0.113, ""Comedy"": -0.101, ""Documentary"": 0.1, ""Sci-Fi"": -0.08, ""Romance"": 0.05, ""Children"": 0.031, ""Crime"": -0.027, ""Action"": -0.026, ""(no genres listed)"": 0.0, ""Film-Noir"": 0.0, ""IMAX"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511956	2728	"{""Horror"": -0.473, ""Drama"": 0.31, ""Mystery"": 0.185, ""Thriller"": -0.18, ""Western"": 0.163, ""Fantasy"": -0.117, ""Comedy"": 0.101, ""Adventure"": 0.101, ""War"": 0.092, ""Musical"": 0.09, ""Animation"": 0.09, ""Children"": 0.075, ""Romance"": -0.053, ""Sci-Fi"": 0.017, ""Crime"": 0.007, ""Action"": -0.0, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0, ""IMAX"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
511958	2728	"{""IMAX"": -0.399, ""Horror"": -0.382, ""Drama"": 0.233, ""Western"": 0.228, ""Fantasy"": -0.218, ""Musical"": 0.212, ""Animation"": 0.2, ""Romance"": 0.185, ""Mystery"": -0.171, ""Thriller"": -0.139, ""Action"": -0.135, ""War"": 0.133, ""Adventure"": 0.108, ""Comedy"": -0.107, ""Sci-Fi"": -0.079, ""Children"": -0.038, ""Crime"": 0.001, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
515001	2728	"{""Horror"": -0.564, ""Animation"": 0.388, ""Sci-Fi"": -0.375, ""Children"": -0.271, ""War"": 0.265, ""Action"": -0.22, ""Musical"": -0.214, ""Mystery"": -0.204, ""Thriller"": -0.125, ""Western"": 0.114, ""Adventure"": 0.113, ""Fantasy"": -0.093, ""Film-Noir"": 0.081, ""IMAX"": -0.068, ""Romance"": 0.044, ""Drama"": 0.037, ""Crime"": 0.026, ""Comedy"": -0.023, ""(no genres listed)"": 0.0, ""Documentary"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
515054	2728	"{""Horror"": -0.56, ""Sci-Fi"": -0.358, ""Western"": 0.234, ""Romance"": 0.231, ""Animation"": 0.159, ""Children"": 0.155, ""Comedy"": -0.134, ""Drama"": 0.116, ""IMAX"": -0.1, ""Adventure"": 0.097, ""Musical"": 0.096, ""Fantasy"": -0.091, ""Crime"": 0.081, ""Action"": -0.047, ""Thriller"": -0.021, ""Mystery"": 0.014, ""War"": -0.01, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
515564	2728	"{""Horror"": -0.744, ""Musical"": 0.286, ""Action"": -0.281, ""Drama"": 0.228, ""Animation"": 0.161, ""Documentary"": 0.151, ""Sci-Fi"": -0.145, ""Fantasy"": 0.129, ""Romance"": 0.122, ""Mystery"": -0.12, ""(no genres listed)"": -0.119, ""Children"": -0.098, ""War"": 0.091, ""Crime"": 0.065, ""Thriller"": -0.028, ""Adventure"": 0.021, ""Comedy"": 0.013, ""Film-Noir"": 0.0, ""IMAX"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
515616	2728	"{""Horror"": -0.337, ""Thriller"": -0.26, ""War"": -0.242, ""Children"": 0.241, ""Mystery"": -0.22, ""Fantasy"": 0.202, ""Drama"": 0.196, ""Animation"": 0.169, ""Crime"": 0.146, ""Comedy"": 0.117, ""Sci-Fi"": 0.096, ""Action"": -0.093, ""Musical"": 0.072, ""Romance"": -0.055, ""Adventure"": 0.021, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0, ""IMAX"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
515618	2728	"{""Adventure"": -0.257, ""Fantasy"": -0.219, ""Musical"": 0.199, ""Film-Noir"": 0.193, ""Drama"": 0.193, ""Thriller"": -0.188, ""Comedy"": -0.187, ""Horror"": -0.165, ""IMAX"": -0.157, ""Mystery"": -0.151, ""Sci-Fi"": -0.101, ""War"": 0.099, ""Crime"": -0.061, ""Animation"": 0.053, ""Children"": 0.039, ""Action"": -0.022, ""Romance"": -0.011, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
518877	2728	"{""Horror"": -0.552, ""Documentary"": 0.308, ""Romance"": 0.276, ""Mystery"": 0.273, ""Drama"": 0.217, ""IMAX"": -0.21, ""Children"": 0.208, ""Sci-Fi"": -0.162, ""Film-Noir"": -0.156, ""Thriller"": 0.131, ""Animation"": 0.119, ""Action"": -0.103, ""Comedy"": -0.07, ""Adventure"": -0.041, ""War"": 0.037, ""Fantasy"": -0.02, ""Musical"": -0.013, ""Crime"": 0.005, ""(no genres listed)"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
518930	2728	"{""Horror"": -0.643, ""Drama"": 0.257, ""Musical"": 0.188, ""Adventure"": -0.175, ""IMAX"": -0.17, ""Thriller"": -0.164, ""Mystery"": -0.149, ""Sci-Fi"": 0.135, ""Animation"": 0.129, ""Children"": -0.065, ""Crime"": -0.06, ""War"": 0.056, ""Comedy"": -0.055, ""Fantasy"": -0.049, ""Action"": -0.037, ""Romance"": -0.034, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
519440	2728	"{""Horror"": -0.812, ""Drama"": 0.318, ""Western"": 0.288, ""Crime"": 0.265, ""Comedy"": 0.205, ""Children"": 0.201, ""IMAX"": -0.197, ""Adventure"": -0.184, ""Action"": -0.12, ""War"": 0.112, ""Mystery"": -0.103, ""Romance"": 0.086, ""Sci-Fi"": -0.076, ""Thriller"": 0.073, ""Animation"": 0.065, ""Fantasy"": 0.06, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0, ""Musical"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
519492	2728	"{""Horror"": -0.641, ""Thriller"": -0.571, ""Mystery"": 0.32, ""Adventure"": -0.219, ""Comedy"": -0.173, ""Musical"": 0.141, ""Crime"": 0.128, ""Animation"": -0.12, ""Sci-Fi"": -0.109, ""Action"": -0.095, ""Drama"": 0.053, ""War"": -0.051, ""IMAX"": -0.044, ""Children"": -0.039, ""Western"": 0.036, ""Romance"": -0.029, ""Fantasy"": 0.026, ""Documentary"": 0.021, ""(no genres listed)"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
519494	2728	"{""Horror"": -0.779, ""IMAX"": -0.305, ""Documentary"": 0.29, ""Animation"": 0.249, ""Musical"": -0.229, ""Drama"": 0.208, ""War"": 0.195, ""Fantasy"": -0.185, ""Sci-Fi"": -0.183, ""Thriller"": -0.176, ""Mystery"": -0.157, ""Adventure"": 0.122, ""Crime"": 0.11, ""Comedy"": 0.087, ""Romance"": 0.082, ""Children"": 0.076, ""Action"": 0.012, ""(no genres listed)"": 0.0, ""Film-Noir"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
519519	2728	"{""Horror"": -0.492, ""Animation"": 0.288, ""Musical"": 0.287, ""Thriller"": -0.263, ""War"": 0.216, ""Crime"": 0.212, ""IMAX"": -0.198, ""Sci-Fi"": -0.155, ""Drama"": 0.136, ""Romance"": 0.132, ""Fantasy"": -0.12, ""Action"": 0.098, ""Western"": -0.096, ""Adventure"": 0.062, ""Mystery"": 0.052, ""Children"": -0.02, ""Comedy"": 0.002, ""(no genres listed)"": 0.0, ""Documentary"": 0.0, ""Film-Noir"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
522897	2728	"{""Sci-Fi"": -0.333, ""Drama"": 0.332, ""Horror"": -0.319, ""IMAX"": -0.317, ""Film-Noir"": 0.31, ""Children"": 0.292, ""Documentary"": 0.269, ""Animation"": 0.177, ""War"": 0.166, ""Romance"": 0.162, ""Musical"": 0.158, ""Thriller"": -0.135, ""Comedy"": -0.133, ""Mystery"": 0.112, ""Action"": 0.054, ""Adventure"": -0.028, ""Fantasy"": 0.027, ""Crime"": -0.002, ""(no genres listed)"": 0.0, ""Western"": 0.0}"	0054331	https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
